Region,Crop_Type,Temperature,Rainfall,Pesticide_Use,Yield,Soil_Moisture,Humidity,Solar_Radiation,Wind_Speed,Previous_Crop,Fertilizer_Residuals,Pest_Infestation_Severity,Disease_Presence,Pesticide_Effectiveness,Monsoon_Delay,Flood_Occurrence,Temperature_Extremes,Year
Gujarat,Maize,36.39,779.42,418.08,4740.81,31.37,40.27,6.02,11.99,Soybean,173.65,8.34,0,68.25,4.47,0,0,2017
Telangana,Soybean,34.52,601.81,386.59,2000.49,21.83,36.79,3.82,8.38,Maize,102.82,10.42,1,65.8,19.95,1,1,2017
Gujarat,Wheat,35.23,564.4,364.73,1662.46,29.63,64.21,6.68,8.64,Maize,145.5,6.25,0,64.83,4.65,1,0,2017
Gujarat,Wheat,20.13,494.74,110.68,5982.79,34.36,81.71,4.51,1.08,Sugarcane,185.9,6.25,1,85.11,5.51,1,1,2017
Uttar Pradesh,Sugarcane,28.2,1104.44,93.03,2550.82,9.8,58.63,5.32,10.33,Soybean,167.0,10.42,0,60.0,6.4,1,1,2017
Tamil Nadu,Sugarcane,29.49,1305.61,167.49,1744.66,25.46,89.67,6.0,10.09,Rice,81.82,6.25,1,60.73,16.55,1,1,2017
Punjab,Wheat,20.29,1048.59,330.85,2357.71,24.94,70.75,3.86,2.99,Wheat,212.38,1.04,1,75.58,9.21,1,1,2017
Odisha,Sugarcane,25.08,502.54,239.47,1677.64,34.01,34.44,6.71,2.08,Sugarcane,68.26,1.04,0,87.65,17.65,1,1,2017
Odisha,Maize,35.05,1343.33,236.28,3267.69,34.18,89.57,4.51,2.47,Wheat,144.55,5.21,0,87.8,16.91,0,1,2017
Karnataka,Wheat,22.64,1121.58,410.92,5117.91,25.31,54.47,6.31,2.02,Rice,227.51,6.25,0,77.2,20.02,1,0,2017
Punjab,Sugarcane,30.57,807.89,414.89,3039.82,12.17,47.24,3.79,12.19,Rice,55.01,2.08,0,87.64,16.3,0,0,2017
Telangana,Wheat,24.2,1169.91,419.82,3503.69,28.63,63.47,6.44,3.93,Wheat,192.5,3.13,1,80.84,1.12,1,0,2017
Karnataka,Soybean,20.15,645.52,204.22,4546.45,8.12,48.26,3.64,5.03,Sugarcane,133.63,2.08,0,99.08,18.03,1,0,2017
Gujarat,Rice,24.71,753.49,340.82,3795.29,28.1,35.19,5.13,3.47,Wheat,52.21,6.25,1,66.5,20.21,0,0,2017
Andhra Pradesh,Wheat,39.34,1477.98,188.92,5383.98,31.94,30.09,4.24,19.16,Sugarcane,97.6,6.25,0,84.03,21.4,0,1,2017
Telangana,Rice,35.87,684.25,159.58,5404.67,16.3,56.98,6.74,17.09,Sugarcane,285.24,3.13,0,79.65,2.7,0,0,2017
Odisha,Sugarcane,39.02,911.47,157.41,1546.75,23.65,80.21,4.31,4.61,Maize,180.29,6.25,0,67.78,13.21,0,0,2017
Bihar,Rice,29.62,1443.37,214.45,5008.16,17.7,64.34,7.41,6.55,Soybean,299.31,4.17,0,90.0,4.3,1,0,2017
Karnataka,Wheat,22.1,1212.43,246.26,3578.27,17.93,89.95,7.46,4.2,Soybean,181.2,0.0,0,71.02,5.65,1,0,2017
Madhya Pradesh,Soybean,30.82,395.24,391.49,5958.06,14.15,47.21,3.98,9.84,Rice,185.98,9.38,1,75.27,16.06,0,0,2017
Tamil Nadu,Sugarcane,28.96,502.97,133.96,3679.65,27.55,46.83,6.07,0.39,Maize,147.96,3.13,0,74.99,21.06,0,0,2017
Haryana,Wheat,36.72,326.42,356.71,5949.29,32.71,39.58,3.44,13.43,Soybean,127.51,6.25,1,69.77,12.81,1,0,2017
Chhattisgarh,Sugarcane,21.86,1115.21,283.02,4902.37,32.85,39.84,4.96,10.46,Sugarcane,112.89,1.04,0,77.23,18.32,1,0,2017
Tamil Nadu,Maize,29.63,883.22,194.83,2622.36,10.13,47.11,6.57,17.97,Sugarcane,135.86,1.04,1,78.93,0.19,0,0,2017
Uttar Pradesh,Rice,22.9,486.47,269.03,3928.23,30.89,77.57,6.3,3.29,Wheat,164.96,0.0,0,89.77,0.79,1,1,2017
West Bengal,Maize,26.37,1529.19,199.17,5972.9,26.82,84.35,6.12,16.08,Wheat,98.0,1.04,0,90.6,12.85,1,0,2017
Punjab,Wheat,34.59,987.01,306.43,5366.34,12.44,88.51,4.41,15.84,Sugarcane,106.22,9.38,0,66.34,8.38,0,0,2017
Maharashtra,Soybean,29.39,622.71,247.67,1940.85,6.94,43.94,4.89,2.54,Sugarcane,117.89,7.29,1,83.71,19.16,0,1,2017
Telangana,Sugarcane,27.39,950.23,150.09,4685.18,12.89,82.88,3.51,7.97,Wheat,162.31,10.42,1,95.85,6.5,0,1,2017
Uttar Pradesh,Rice,27.76,1176.86,132.77,3059.36,32.0,49.7,6.6,3.4,Soybean,213.2,7.29,0,64.35,9.31,0,0,2017
Haryana,Sugarcane,29.06,413.0,288.54,1533.55,23.72,36.77,5.52,5.09,Rice,264.04,7.29,0,78.92,11.37,1,0,2017
Maharashtra,Wheat,35.54,664.25,417.37,3320.27,26.33,82.2,6.54,5.26,Wheat,121.78,0.0,0,90.01,5.88,0,0,2017
West Bengal,Sugarcane,37.67,1338.07,215.12,2559.95,12.57,68.17,4.24,11.12,Soybean,95.93,0.0,1,84.46,19.57,1,1,2017
Bihar,Rice,38.93,898.4,356.02,5192.12,26.28,39.88,4.62,8.23,Soybean,144.71,9.38,0,64.02,10.01,1,0,2017
Tamil Nadu,Wheat,35.58,1008.43,329.09,3022.18,5.78,55.79,4.67,18.95,Soybean,273.6,3.13,1,75.86,9.14,1,1,2017
Madhya Pradesh,Sugarcane,26.19,864.41,427.93,5231.12,16.08,47.24,3.13,2.53,Maize,52.47,5.21,0,80.29,18.3,1,1,2017
Telangana,Soybean,33.61,372.06,387.88,1504.78,23.53,74.21,4.71,19.47,Maize,219.47,7.29,1,99.83,6.72,0,1,2017
Telangana,Wheat,28.62,526.32,295.75,2889.2,9.28,57.2,7.02,4.61,Soybean,169.29,1.04,1,67.14,17.61,1,1,2017
Gujarat,Wheat,24.98,880.52,328.5,2588.84,29.35,89.36,7.49,15.46,Sugarcane,90.26,2.08,1,99.3,2.63,0,1,2017
Gujarat,Soybean,36.65,581.31,415.91,2554.6,11.91,33.28,5.59,6.78,Maize,130.26,5.21,0,75.05,3.94,1,0,2017
Haryana,Maize,20.68,379.76,235.24,1809.35,24.29,51.3,5.28,2.86,Wheat,106.24,9.38,1,68.01,20.48,0,0,2017
Karnataka,Rice,37.86,1384.51,208.9,2345.32,16.96,58.91,3.15,17.16,Maize,269.46,3.13,0,76.56,18.15,1,1,2017
Bihar,Maize,29.1,1558.63,94.46,4005.53,22.62,60.19,7.4,6.18,Sugarcane,170.47,1.04,1,84.56,8.36,1,1,2017
Uttar Pradesh,Sugarcane,32.6,1320.57,389.9,2815.03,8.13,48.96,3.07,13.18,Rice,190.77,6.25,0,68.54,13.75,0,1,2017
West Bengal,Soybean,33.04,1397.34,380.64,3382.97,5.45,73.75,7.72,11.33,Maize,198.42,3.13,1,71.66,20.31,0,1,2017
Madhya Pradesh,Maize,37.73,622.82,128.37,3200.34,31.92,82.48,5.45,9.44,Soybean,209.9,7.29,1,94.18,4.56,0,0,2017
Gujarat,Wheat,32.59,1532.6,299.47,5449.14,12.94,86.32,4.71,9.92,Soybean,173.89,7.29,0,99.96,1.27,0,1,2017
Chhattisgarh,Sugarcane,32.13,565.79,258.58,5581.6,29.26,78.31,7.62,14.64,Soybean,54.47,6.25,0,72.73,11.58,1,1,2017
Karnataka,Sugarcane,21.24,1520.96,133.54,3723.48,34.58,81.03,3.12,1.76,Rice,133.68,9.38,1,65.95,3.07,1,0,2017
Punjab,Maize,30.23,1575.88,445.68,2989.85,11.21,63.03,5.91,13.36,Sugarcane,95.97,8.34,1,91.73,4.03,1,0,2017
Chhattisgarh,Maize,22.9,1217.5,168.3,1983.36,12.81,79.55,5.74,17.92,Wheat,220.04,3.13,0,84.02,19.2,1,0,2017
Tamil Nadu,Soybean,34.59,1558.57,114.89,5798.36,24.6,48.21,4.1,1.16,Sugarcane,64.18,6.25,1,64.02,0.16,1,0,2017
Punjab,Rice,30.11,1037.5,305.98,1773.48,33.58,53.91,5.14,2.81,Rice,190.95,9.38,1,97.87,17.59,0,1,2017
Haryana,Maize,33.45,645.06,358.14,2843.37,32.11,49.01,6.26,14.33,Soybean,102.66,9.38,0,63.12,11.13,0,1,2017
Tamil Nadu,Maize,20.74,869.71,102.29,2845.25,19.86,58.04,6.64,8.75,Sugarcane,287.21,0.0,0,85.01,12.05,1,1,2017
Telangana,Wheat,21.6,1067.91,329.11,2945.9,28.53,47.13,3.0,8.07,Wheat,133.89,3.13,0,76.96,14.47,0,1,2017
Haryana,Sugarcane,34.17,409.01,283.32,2242.4,8.97,87.7,7.68,2.74,Soybean,131.31,1.04,1,82.26,9.29,1,1,2017
Punjab,Rice,21.35,1104.35,127.94,5031.21,33.93,48.77,3.82,10.14,Wheat,280.85,8.34,1,68.53,2.49,1,1,2017
Haryana,Wheat,21.33,1558.61,153.03,2054.09,33.55,35.88,4.17,2.53,Maize,154.34,4.17,1,87.52,2.21,0,1,2017
Karnataka,Soybean,20.15,557.16,296.25,4363.14,9.8,61.61,4.32,9.53,Wheat,290.72,2.08,0,98.39,16.25,1,1,2017
Madhya Pradesh,Soybean,38.95,1319.88,197.88,2060.17,13.82,33.43,3.19,15.27,Soybean,56.04,3.13,1,78.34,4.76,0,1,2017
Uttar Pradesh,Maize,34.59,1465.85,430.38,1819.94,7.91,36.63,3.62,5.17,Maize,126.59,5.21,0,80.92,0.61,1,0,2017
Chhattisgarh,Maize,26.94,1511.17,387.07,5600.21,13.0,43.16,7.93,9.62,Soybean,216.55,9.38,0,69.59,21.1,0,1,2017
Bihar,Soybean,25.81,1531.98,446.76,2358.85,29.14,57.86,4.58,19.84,Soybean,272.71,0.0,1,95.67,21.12,1,0,2017
Tamil Nadu,Maize,26.87,976.63,184.59,5202.85,16.16,56.0,3.58,13.73,Maize,114.1,6.25,0,98.85,8.14,1,0,2017
West Bengal,Rice,35.33,1553.72,441.75,3956.33,7.57,77.98,3.53,16.83,Wheat,282.62,7.29,1,91.45,0.55,0,0,2017
Bihar,Maize,33.08,1275.21,246.72,1852.93,15.09,74.37,6.6,8.3,Rice,198.53,6.25,0,81.71,15.66,1,0,2017
Maharashtra,Sugarcane,23.6,521.16,216.41,5807.58,34.05,55.58,7.27,15.36,Rice,250.25,6.25,0,98.27,17.9,1,1,2017
Telangana,Maize,23.38,920.22,108.78,2614.96,23.62,50.02,4.28,0.81,Rice,149.3,8.34,0,66.15,2.69,0,0,2017
Madhya Pradesh,Wheat,21.87,1225.86,109.65,5375.87,17.29,48.99,3.1,2.46,Rice,103.05,3.13,1,79.14,2.92,0,0,2017
Madhya Pradesh,Rice,33.06,629.61,341.17,2262.79,9.88,76.44,4.12,4.06,Sugarcane,277.81,6.25,0,81.5,17.71,0,1,2017
Karnataka,Wheat,35.13,1127.48,256.39,5350.17,34.19,33.12,3.28,8.04,Rice,283.28,8.34,1,79.68,19.86,1,0,2017
Maharashtra,Wheat,25.19,1160.37,172.58,1561.7,29.29,30.77,3.52,16.91,Maize,174.39,4.17,0,92.1,17.03,0,1,2017
Rajasthan,Sugarcane,20.33,522.46,312.91,3808.3,13.29,77.73,5.16,6.93,Rice,51.62,1.04,0,86.82,4.32,0,1,2017
Madhya Pradesh,Rice,21.55,1031.86,182.12,4969.39,7.02,58.63,4.15,13.09,Soybean,77.45,4.17,0,65.07,8.86,0,1,2017
Chhattisgarh,Rice,39.18,1293.33,299.75,5714.51,6.62,37.85,5.58,14.19,Rice,193.26,3.13,1,73.86,12.94,1,1,2017
West Bengal,Rice,25.79,948.07,220.64,5599.18,8.51,44.13,4.27,11.72,Wheat,55.94,7.29,1,73.56,3.45,0,0,2017
Odisha,Rice,35.23,331.81,388.81,5195.53,22.17,85.95,7.7,7.14,Maize,149.23,4.17,1,82.63,4.54,1,1,2017
Haryana,Rice,32.35,327.93,387.78,5504.5,32.49,81.57,7.53,11.54,Maize,125.84,8.34,1,71.66,6.09,1,0,2017
Haryana,Sugarcane,27.51,768.47,263.43,2399.82,19.68,72.59,5.83,6.85,Sugarcane,228.59,8.34,1,64.69,10.97,0,0,2017
Madhya Pradesh,Maize,24.01,1489.01,217.6,2782.69,29.95,58.93,4.77,1.68,Soybean,63.89,2.08,0,86.15,11.0,1,1,2017
Andhra Pradesh,Wheat,22.33,605.98,221.85,2804.25,18.17,61.22,4.91,19.86,Maize,172.18,9.38,0,94.04,17.54,1,0,2017
Odisha,Rice,32.16,1119.56,382.35,3201.19,25.96,88.51,5.06,2.54,Wheat,194.78,5.21,1,97.26,16.22,1,1,2017
Tamil Nadu,Maize,35.33,597.63,209.4,3274.49,26.65,87.95,6.64,1.45,Rice,204.32,5.21,1,98.9,19.68,1,0,2017
Telangana,Maize,32.73,723.71,166.26,3955.99,10.1,42.92,5.26,17.57,Maize,151.29,3.13,1,91.24,17.94,1,0,2017
Gujarat,Wheat,30.47,1390.07,121.22,2222.55,15.66,78.67,7.28,6.04,Wheat,126.09,10.42,1,65.59,5.47,0,0,2017
Madhya Pradesh,Sugarcane,20.75,1239.19,259.57,4617.02,23.85,41.83,7.72,13.01,Rice,220.62,9.38,0,94.12,7.14,0,0,2017
Madhya Pradesh,Soybean,39.19,437.26,265.16,2257.18,7.04,42.81,4.68,6.58,Sugarcane,261.89,2.08,1,76.0,10.78,0,1,2017
Karnataka,Soybean,35.81,859.21,395.1,2900.42,15.67,70.57,5.8,7.83,Maize,223.4,0.0,1,89.2,0.31,1,1,2017
West Bengal,Maize,25.74,353.42,170.67,3770.29,20.81,54.3,3.48,5.24,Maize,283.03,6.25,1,81.25,19.47,0,0,2017
Karnataka,Wheat,39.42,925.27,228.53,5091.05,34.49,85.89,4.0,6.86,Wheat,229.32,4.17,1,93.14,0.96,1,0,2017
Bihar,Soybean,31.89,1155.1,383.33,4834.32,19.02,35.34,5.07,8.21,Soybean,241.15,9.38,0,77.02,6.95,1,0,2017
Uttar Pradesh,Maize,31.51,466.51,388.84,4411.03,29.15,60.69,4.03,14.41,Sugarcane,91.98,6.25,0,62.47,12.26,1,0,2017
Telangana,Sugarcane,34.8,682.2,229.84,2204.04,17.76,85.11,7.38,10.23,Soybean,154.88,0.0,1,82.27,11.15,1,1,2017
Tamil Nadu,Soybean,36.07,820.13,256.83,3967.21,28.56,84.25,3.79,18.87,Maize,171.26,7.29,0,66.85,14.1,0,0,2017
West Bengal,Maize,32.98,1480.57,200.39,1896.14,22.6,39.39,5.28,0.84,Soybean,114.07,2.08,0,98.62,11.36,1,0,2017
Telangana,Maize,22.46,1573.9,428.29,3202.58,31.24,52.0,6.03,10.06,Rice,182.13,6.25,1,81.08,4.93,0,0,2017
Karnataka,Rice,26.65,373.34,133.51,3365.5,17.13,67.15,6.46,11.68,Sugarcane,122.7,2.08,1,82.14,4.33,0,1,2017
Maharashtra,Sugarcane,38.39,1279.89,428.72,1681.49,22.87,39.56,4.92,18.4,Soybean,221.88,2.08,0,96.29,19.54,1,0,2017
Maharashtra,Rice,24.38,787.07,338.22,2736.75,23.63,88.08,7.35,0.98,Rice,167.57,9.38,0,84.98,5.69,0,1,2017
Madhya Pradesh,Wheat,27.32,813.32,283.06,5808.49,17.32,84.88,5.84,11.47,Wheat,164.7,8.34,0,72.11,6.05,0,1,2017
Bihar,Rice,28.51,1271.35,102.37,5799.4,9.22,40.02,5.2,17.07,Soybean,295.91,1.04,0,71.84,8.89,0,0,2017
Gujarat,Rice,28.66,1479.17,262.79,3089.76,7.72,37.27,3.34,4.84,Sugarcane,148.11,3.13,0,80.06,3.0,1,0,2017
Karnataka,Soybean,32.11,1520.32,238.22,1696.31,5.44,35.12,5.32,17.53,Rice,140.57,5.21,1,94.66,10.93,1,0,2017
Uttar Pradesh,Maize,38.69,1047.1,148.93,2309.13,30.85,84.57,7.1,0.38,Soybean,129.65,2.08,0,91.79,14.32,1,1,2017
Chhattisgarh,Sugarcane,24.7,768.59,328.28,3269.52,11.96,41.62,6.07,14.65,Wheat,273.69,9.38,0,98.51,16.93,0,1,2017
Bihar,Rice,22.33,1313.49,442.27,5773.02,11.22,54.98,7.16,18.66,Soybean,174.18,9.38,0,62.88,15.32,0,0,2017
Telangana,Sugarcane,23.84,634.24,294.15,2138.36,26.77,56.93,5.47,13.14,Rice,200.0,6.25,0,70.73,3.18,1,1,2017
Karnataka,Rice,37.57,1030.58,349.41,4942.68,14.44,65.94,3.59,8.78,Soybean,95.2,6.25,0,63.21,9.82,1,0,2017
Chhattisgarh,Wheat,32.77,770.43,115.33,1991.84,19.95,34.3,3.07,0.9,Sugarcane,185.24,4.17,0,90.04,0.83,0,0,2017
Karnataka,Rice,25.6,1147.75,241.81,5923.88,9.76,43.61,4.52,18.4,Maize,118.66,2.08,0,65.63,0.38,1,0,2017
Andhra Pradesh,Soybean,36.16,620.82,132.69,3221.75,33.41,85.89,6.49,9.41,Rice,232.66,1.04,0,64.0,9.48,1,0,2017
Chhattisgarh,Maize,37.06,559.04,312.48,4995.49,30.2,84.5,6.95,0.58,Rice,258.13,3.13,1,82.47,5.45,0,0,2017
Gujarat,Wheat,36.76,1478.94,430.44,3045.89,30.56,76.88,4.48,13.8,Rice,228.7,3.13,1,76.46,14.72,0,0,2017
Karnataka,Rice,38.21,445.37,330.22,4330.52,17.01,31.16,5.48,9.64,Rice,232.56,10.42,0,88.6,15.6,1,1,2017
Odisha,Sugarcane,24.93,957.01,118.36,2367.36,27.56,49.62,5.11,2.49,Soybean,178.12,7.29,1,79.48,19.29,1,1,2017
Telangana,Wheat,34.94,596.08,218.99,2160.09,9.21,67.68,5.05,4.29,Sugarcane,228.03,7.29,1,77.01,16.38,1,1,2017
Haryana,Wheat,29.08,365.77,289.98,5729.24,5.2,46.51,4.16,1.29,Wheat,155.67,4.17,1,77.02,1.04,1,0,2017
Chhattisgarh,Rice,36.67,362.09,236.57,5637.24,5.54,84.58,3.68,11.49,Sugarcane,212.87,5.21,1,94.88,8.0,0,0,2017
Punjab,Wheat,34.41,538.31,392.47,5501.25,22.34,68.03,3.98,12.44,Rice,114.76,7.29,1,75.81,5.88,1,0,2017
Chhattisgarh,Sugarcane,35.37,1413.78,385.59,4320.45,18.45,34.31,3.28,10.11,Soybean,67.44,0.0,1,73.34,8.32,1,1,2017
Punjab,Wheat,32.97,674.09,312.13,5144.35,20.31,84.54,3.99,16.34,Soybean,153.37,4.17,0,73.54,3.45,0,0,2017
Telangana,Sugarcane,23.44,1519.73,225.8,1813.18,5.16,87.47,3.05,17.22,Rice,165.44,3.13,0,67.86,2.1,0,1,2017
Madhya Pradesh,Rice,30.76,1052.8,183.02,3010.73,17.48,34.66,6.14,12.31,Soybean,114.1,3.13,1,94.43,11.22,0,0,2017
Uttar Pradesh,Maize,39.52,869.22,128.89,2915.71,26.24,61.94,4.58,0.26,Rice,231.93,10.42,0,65.87,15.52,0,1,2017
Gujarat,Wheat,38.57,1050.85,219.08,4366.47,18.07,48.2,7.87,13.9,Sugarcane,68.39,1.04,1,96.34,15.12,0,0,2017
Telangana,Maize,20.77,970.61,240.18,3106.12,26.66,53.57,3.97,8.36,Maize,105.69,9.38,0,71.34,9.71,0,0,2017
Uttar Pradesh,Sugarcane,23.19,1277.06,335.31,2171.3,11.85,40.78,4.73,11.31,Soybean,237.14,0.0,0,95.98,11.25,0,1,2017
Maharashtra,Wheat,22.53,674.12,328.91,4189.92,29.06,64.68,4.79,12.98,Rice,159.28,5.21,0,91.63,11.12,1,1,2017
West Bengal,Soybean,34.36,763.43,115.93,5171.91,22.4,87.48,3.04,7.0,Rice,226.32,6.25,1,83.28,14.9,1,1,2017
Gujarat,Maize,36.19,1448.37,233.7,3224.03,11.19,60.18,7.2,18.34,Soybean,191.87,4.17,0,86.78,1.03,0,0,2017
Haryana,Wheat,24.16,1514.66,156.38,2098.12,11.96,34.97,3.16,2.68,Wheat,287.68,7.29,0,73.03,15.29,1,1,2017
Bihar,Maize,29.98,1446.43,147.34,2388.41,23.57,67.2,7.7,13.43,Rice,199.45,8.34,1,82.97,12.54,1,1,2017
Bihar,Wheat,36.65,847.49,390.17,2572.25,29.56,50.41,7.46,0.09,Soybean,53.72,10.42,1,71.7,4.27,0,0,2017
Andhra Pradesh,Rice,34.5,1304.4,105.72,2853.5,17.27,81.36,5.68,18.49,Rice,138.22,10.42,0,76.09,1.06,0,0,2017
Odisha,Maize,30.71,919.51,242.36,4398.69,12.6,56.08,5.72,2.25,Wheat,85.77,1.04,1,90.59,2.34,0,1,2017
Odisha,Soybean,31.66,946.35,151.46,4210.1,30.66,41.57,6.27,1.9,Maize,281.16,10.42,0,69.76,11.3,0,0,2017
Gujarat,Soybean,30.03,575.6,409.01,4638.8,24.79,41.47,4.94,6.66,Wheat,76.0,3.13,0,93.55,16.34,0,1,2017
Karnataka,Sugarcane,25.83,1064.83,292.29,3135.61,18.23,76.13,6.24,7.47,Sugarcane,146.93,10.42,1,75.04,7.21,1,1,2017
Tamil Nadu,Wheat,31.16,552.13,174.34,5215.23,19.41,45.94,3.22,4.29,Soybean,106.52,8.34,1,81.29,8.17,1,1,2017
Andhra Pradesh,Maize,33.63,736.23,272.51,2421.76,11.0,76.03,3.27,11.7,Wheat,261.68,4.17,0,97.68,20.12,0,0,2017
Bihar,Sugarcane,37.3,1398.92,355.47,3615.7,23.53,42.35,5.29,8.86,Maize,127.14,2.08,1,87.25,4.59,0,1,2017
Madhya Pradesh,Maize,32.58,578.64,437.55,5111.32,15.58,49.3,5.75,0.68,Rice,297.97,5.21,0,85.82,2.23,1,1,2017
Chhattisgarh,Wheat,35.06,406.57,170.38,2313.93,34.47,57.93,7.44,6.39,Soybean,59.65,2.08,1,88.46,7.4,1,0,2017
Haryana,Soybean,23.1,403.85,411.49,1997.16,19.19,86.59,3.52,16.21,Wheat,82.07,4.17,1,96.72,16.07,1,1,2017
Uttar Pradesh,Rice,29.1,1507.48,428.92,5484.19,19.35,85.9,7.11,13.79,Maize,106.16,2.08,1,69.94,13.49,0,1,2017
Punjab,Soybean,20.1,958.23,422.45,3047.41,21.73,42.41,4.05,14.5,Wheat,252.78,5.21,1,84.53,8.96,0,1,2017
Bihar,Sugarcane,24.82,834.79,320.67,4583.78,32.13,51.49,4.97,13.96,Sugarcane,269.63,9.38,1,76.02,20.78,1,0,2017
Andhra Pradesh,Rice,34.37,1343.02,318.65,1616.31,28.7,38.96,4.58,6.22,Soybean,67.86,4.17,0,60.47,15.83,0,1,2017
Madhya Pradesh,Sugarcane,39.66,1374.61,236.58,4611.61,18.32,60.6,5.0,1.99,Rice,58.12,8.34,0,65.01,1.33,1,0,2017
Maharashtra,Wheat,21.89,737.03,363.04,2926.52,26.26,57.63,3.75,5.45,Maize,236.14,2.08,0,73.0,16.04,0,0,2017
Gujarat,Rice,27.9,1194.58,282.96,1753.27,22.33,84.05,5.52,16.64,Wheat,83.34,5.21,1,82.6,0.52,0,1,2017
Gujarat,Sugarcane,35.84,1292.69,335.89,4250.06,19.55,85.8,7.01,19.61,Soybean,83.25,7.29,0,95.26,14.01,1,1,2017
Punjab,Wheat,23.97,1145.25,245.72,2587.21,10.65,53.01,5.21,9.88,Wheat,55.59,6.25,0,91.64,4.53,1,0,2017
Tamil Nadu,Soybean,30.96,508.4,355.47,3245.14,18.7,59.5,5.45,0.19,Soybean,62.45,5.21,1,82.13,15.0,0,1,2017
Odisha,Wheat,34.51,1425.32,389.14,1865.2,12.23,83.77,7.24,2.8,Sugarcane,115.92,1.04,1,62.95,6.67,1,1,2017
Odisha,Maize,32.17,998.96,143.58,2165.24,32.08,78.4,6.53,6.44,Wheat,66.25,6.25,1,71.44,18.8,0,0,2017
Haryana,Wheat,23.65,674.09,392.21,2844.85,14.89,30.22,5.45,11.57,Sugarcane,142.22,7.29,0,74.67,7.26,1,1,2017
Uttar Pradesh,Wheat,26.99,854.81,286.22,1906.57,33.19,49.2,4.29,1.5,Maize,258.19,0.0,0,84.87,13.35,1,1,2017
Haryana,Maize,35.52,364.05,396.46,5606.5,20.75,55.31,7.42,18.87,Sugarcane,131.58,8.34,1,62.6,6.16,0,0,2017
West Bengal,Sugarcane,30.95,478.36,246.75,1529.34,23.68,43.78,5.89,7.3,Soybean,231.96,3.13,0,81.21,19.76,0,1,2017
Gujarat,Sugarcane,20.01,1285.64,227.82,3682.48,21.05,41.97,4.11,18.25,Maize,73.48,7.29,0,96.06,16.82,0,0,2017
West Bengal,Wheat,35.06,316.5,421.95,2057.47,8.78,32.27,4.35,15.61,Wheat,214.84,9.38,1,88.22,5.24,1,0,2017
Bihar,Maize,20.61,843.84,181.51,2888.57,16.09,68.6,7.02,15.11,Wheat,129.19,6.25,0,91.88,20.44,1,1,2017
Uttar Pradesh,Maize,34.76,977.96,396.29,5675.15,7.88,45.75,3.22,12.13,Soybean,237.44,9.38,1,87.27,7.69,0,0,2017
Telangana,Soybean,23.94,385.65,265.84,2230.72,23.42,33.14,7.96,12.54,Rice,84.06,6.25,0,68.26,14.04,1,1,2017
Bihar,Sugarcane,38.99,1548.36,276.73,5854.37,18.2,43.86,3.65,12.76,Rice,274.47,1.04,1,64.42,16.0,0,1,2017
Odisha,Rice,27.24,602.75,202.26,2429.45,28.02,78.11,6.98,12.57,Wheat,110.64,0.0,0,93.18,0.49,0,0,2017
Chhattisgarh,Sugarcane,26.42,701.59,298.08,4843.77,11.48,81.09,4.97,11.07,Soybean,138.28,3.13,0,87.82,20.66,0,0,2017
Maharashtra,Sugarcane,22.87,701.27,208.33,3965.55,9.82,58.98,5.46,19.73,Rice,287.55,1.04,1,83.0,7.42,0,0,2017
Maharashtra,Soybean,26.0,608.19,104.77,5487.77,17.0,54.96,7.4,14.65,Sugarcane,194.62,7.29,1,67.57,4.09,0,0,2017
West Bengal,Rice,37.36,318.35,189.05,3998.52,32.43,88.67,5.06,15.54,Wheat,141.44,9.38,1,84.13,18.32,1,0,2017
Chhattisgarh,Soybean,39.75,1239.81,92.85,3910.95,26.01,42.03,5.69,17.45,Sugarcane,287.4,6.25,1,61.25,15.14,1,0,2017
Punjab,Rice,27.24,1540.47,444.88,2382.87,17.37,42.92,3.25,4.31,Soybean,132.27,7.29,0,64.75,1.87,0,1,2017
Chhattisgarh,Wheat,28.84,600.43,440.31,2251.16,20.29,47.51,3.01,1.68,Sugarcane,73.72,10.42,1,72.48,2.52,1,1,2017
West Bengal,Rice,34.29,1155.88,233.66,5632.02,7.44,40.37,4.22,9.66,Rice,299.21,5.21,1,77.75,15.4,0,0,2017
Telangana,Soybean,37.55,1255.7,354.34,2979.41,34.15,52.76,6.4,10.28,Rice,116.96,0.0,1,64.82,1.61,1,1,2017
Karnataka,Sugarcane,31.72,1390.56,215.78,3178.78,24.71,84.65,3.61,16.58,Maize,262.81,8.34,1,64.8,19.76,1,0,2017
Madhya Pradesh,Rice,27.71,851.52,333.59,4926.05,13.41,66.92,3.57,8.88,Wheat,91.39,5.21,1,89.04,15.97,0,0,2017
Telangana,Rice,28.13,699.99,382.25,3028.91,22.32,54.72,5.05,11.42,Soybean,232.84,9.38,0,82.79,7.23,1,1,2017
Andhra Pradesh,Maize,33.76,728.3,433.43,5792.32,8.19,86.06,6.24,10.54,Wheat,181.11,0.0,1,81.35,7.82,0,1,2017
Punjab,Sugarcane,19.97,1218.63,235.49,4827.38,33.59,32.91,6.56,0.76,Sugarcane,295.23,0.0,1,78.1,10.91,1,0,2017
Chhattisgarh,Wheat,32.25,1350.49,374.23,4194.26,10.13,42.62,3.89,12.3,Soybean,188.21,7.29,1,99.06,7.78,0,0,2017
